id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt
01HMFEYRRD3D93JE3GJY1M3YJP,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:01.453919056Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:01.453919056Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:01.453919056Z,01HMFESKCJEV5KCNEDC3XDKYR0,2024-01-18T23:37:01.453919056Z,01HMFEDBCS7HA4YYYBVHQTQK3K,2024-01-18T23:37:01.453919056Z,,,,
01HMFEYRSBXFR2J35414DBZQ6B,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:01.48404175Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:01.48404175Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:01.48404175Z,01HMFESKCJEV5KCNEDC3XDKYR0,2024-01-18T23:37:01.48404175Z,01HMFEDSARRA7M9NTFT4PGY8MD,2024-01-18T23:37:01.48404175Z,,,,
01HMFEYRT842ZPH2HB1B8WDTD7,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:01.512922891Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:01.512922891Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:01.512922891Z,01HMFESKCJEV5KCNEDC3XDKYR0,2024-01-18T23:37:01.512922891Z,01HMFEDSGD5T59Y3AK9VJR3YJ5,2024-01-18T23:37:01.512922891Z,,,,
01HMFEYRV56FQC8BH6YJP27J27,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:01.541568285Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:01.541568285Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:01.541568285Z,01HMFESKCJEV5KCNEDC3XDKYR0,2024-01-18T23:37:01.541568285Z,01HMFEH6J753Z1ACSWRXQG4H6K,2024-01-18T23:37:01.541568285Z,,,,
01HMFEYZH2C8FTVP972XBM6EYZ,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:08.38622883Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:08.38622883Z,01HMFEY079SKM8QPFTF74CTDFB,2024-01-18T23:37:08.38622883Z,01HMFEY0SYHXSMDY40X154PTF4,2024-01-18T23:37:08.38622883Z,01HMFEFVQF2XS29MG02ZFS3WXW,2024-01-18T23:37:08.38622883Z,0,2024-01-18T23:37:15.330088644Z,true,2024-01-18T23:37:15.34120705Z
01HMFEYZHNGK055FJPTWYQK5H6,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:08.405813264Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:08.405813264Z,01HMFEY079SKM8QPFTF74CTDFB,2024-01-18T23:37:08.405813264Z,01HMFEY0SYHXSMDY40X154PTF4,2024-01-18T23:37:08.405813264Z,01HMFEM1VY9ZN0Q63JNHSRP4CC,2024-01-18T23:37:08.405813264Z,15,2024-01-18T23:37:27.594140612Z,true,2024-01-18T23:37:27.610070502Z
01HMFEYZJ8DNZHHGM4ZA9PJ7TZ,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:08.424750206Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:08.424750206Z,01HMFEY079SKM8QPFTF74CTDFB,2024-01-18T23:37:08.424750206Z,01HMFEY0SYHXSMDY40X154PTF4,2024-01-18T23:37:08.424750206Z,01HMFEMQ0F119WTY511R6NG34R,2024-01-18T23:37:08.424750206Z,40,2024-01-18T23:37:21.985586978Z,true,2024-01-18T23:37:21.973165635Z
01HMFEYZJVV5WD6QWPFRYK8JPY,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:08.444015979Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:08.444015979Z,01HMFEY079SKM8QPFTF74CTDFB,2024-01-18T23:37:08.444015979Z,01HMFEY0SYHXSMDY40X154PTF4,2024-01-18T23:37:08.444015979Z,01HMFENKV5CDAV7X4QEKH1YCET,2024-01-18T23:37:08.444015979Z,18,2024-01-18T23:37:33.412364308Z,true,2024-01-18T23:37:33.425658221Z
01HMFEZ334DGWN5SN7WM2Q2FFF,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:37:12.036442579Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:37:12.036442579Z,01HMFEXE0DX509AGVGE4F7MMQN,2024-01-18T23:37:12.036442579Z,01HMFEXEGMR2BPY6H8Z1WMR0WQ,2024-01-18T23:37:12.036442579Z,01HMFEDRZEW34H432YMVG8R1PG,2024-01-18T23:37:12.036442579Z,,,,
01HMFEZ33Y1HTX25RXKZQS9KZ6,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:37:12.062201305Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:37:12.062201305Z,01HMFEXE0DX509AGVGE4F7MMQN,2024-01-18T23:37:12.062201305Z,01HMFEXEGMR2BPY6H8Z1WMR0WQ,2024-01-18T23:37:12.062201305Z,01HMFEG2WNPD670QVQ3W96B2CY,2024-01-18T23:37:12.062201305Z,,,,
01HMFEZ34EMJNAKAAGDJ2YXHB9,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:37:12.078441898Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:37:12.078441898Z,01HMFEXE0DX509AGVGE4F7MMQN,2024-01-18T23:37:12.078441898Z,01HMFEXEGMR2BPY6H8Z1WMR0WQ,2024-01-18T23:37:12.078441898Z,01HMFEQ6AD5CT52KGE3CBRQBB9,2024-01-18T23:37:12.078441898Z,,,,
01HMFEZ34ZKH8K3386ZS0TNWDW,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:37:12.095423008Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:37:12.095423008Z,01HMFEXE0DX509AGVGE4F7MMQN,2024-01-18T23:37:12.095423008Z,01HMFEXEGMR2BPY6H8Z1WMR0WQ,2024-01-18T23:37:12.095423008Z,01HMFEQ7928C546PJE0NQ4FK26,2024-01-18T23:37:12.095423008Z,,,,
01HMFEZ59R0PWN56R6K437RM66,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:14.296444521Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:14.296444521Z,01HMFEJQXGGPN32D5PYHPQ0DCA,2024-01-18T23:37:14.296444521Z,01HMFEJR8FBD6SJN4RCM24ZZWN,2024-01-18T23:37:14.296444521Z,01HMFE5J62245HR9TE6YM8RW93,2024-01-18T23:37:14.296444521Z,5,2024-01-18T23:37:21.768881796Z,true,2024-01-18T23:37:21.780508023Z
01HMFEZ5AD044ATPRH1PAX8E56,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:14.317471255Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:14.317471255Z,01HMFEJQXGGPN32D5PYHPQ0DCA,2024-01-18T23:37:14.317471255Z,01HMFEJR8FBD6SJN4RCM24ZZWN,2024-01-18T23:37:14.317471255Z,01HMFEDG8DJHPDDYK6D1RH3HRJ,2024-01-18T23:37:14.317471255Z,19,2024-01-18T23:37:32.775929407Z,true,2024-01-18T23:37:32.814200817Z
01HMFEZ5AY6N213GEQSQG844KR,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:14.334517264Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:14.334517264Z,01HMFEJQXGGPN32D5PYHPQ0DCA,2024-01-18T23:37:14.334517264Z,01HMFEJR8FBD6SJN4RCM24ZZWN,2024-01-18T23:37:14.334517264Z,01HMFEE3VEDWE4FS5J47TQR8GB,2024-01-18T23:37:14.334517264Z,10,2024-01-18T23:37:23.38941023Z,true,2024-01-18T23:37:23.411084069Z
01HMFEZ5BFGTF60JY2YHAYPTMA,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:14.351882239Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:14.351882239Z,01HMFEJQXGGPN32D5PYHPQ0DCA,2024-01-18T23:37:14.351882239Z,01HMFEJR8FBD6SJN4RCM24ZZWN,2024-01-18T23:37:14.351882239Z,01HMFEE8KEX5A79WN59YX71QCK,2024-01-18T23:37:14.351882239Z,0,2024-01-18T23:37:35.719645277Z,true,2024-01-18T23:37:35.68290104Z
01HMFEZ65FY7SSF08T45ZATF8Y,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:15.183701034Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:15.183701034Z,01HMFEN9T3GD0Y49MZA7RWYENM,2024-01-18T23:37:15.183701034Z,01HMFENA6YFAAN3HWSVJHC9HRQ,2024-01-18T23:37:15.183701034Z,01HMFEDWHM6Q23NN7XB8B65GTS,2024-01-18T23:37:15.183701034Z,57,2024-01-18T23:37:24.252447926Z,true,2024-01-18T23:37:24.263425156Z
01HMFEZ660PREXV1JECZ3APHNN,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:15.200775238Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:15.200775238Z,01HMFEN9T3GD0Y49MZA7RWYENM,2024-01-18T23:37:15.200775238Z,01HMFENA6YFAAN3HWSVJHC9HRQ,2024-01-18T23:37:15.200775238Z,01HMFEE3AYQN8MXPF0V6TK5T18,2024-01-18T23:37:15.200775238Z,57,2024-01-18T23:37:23.28704941Z,true,2024-01-18T23:37:23.299580784Z
01HMFEZ66H4A9VMD78BZ4Q3XMB,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:15.217416085Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:15.217416085Z,01HMFEN9T3GD0Y49MZA7RWYENM,2024-01-18T23:37:15.217416085Z,01HMFENA6YFAAN3HWSVJHC9HRQ,2024-01-18T23:37:15.217416085Z,01HMFEEFHW3XM8Z64QVBTPV8P8,2024-01-18T23:37:15.217416085Z,46,2024-01-18T23:37:26.127327555Z,true,2024-01-18T23:37:26.13957984Z
01HMFEZ67J72BT5YA36740EA9Y,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:15.253007695Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:15.253007695Z,01HMFEN9T3GD0Y49MZA7RWYENM,2024-01-18T23:37:15.253007695Z,01HMFENA6YFAAN3HWSVJHC9HRQ,2024-01-18T23:37:15.253007695Z,01HMFEF3DRQ6YVMRCCXEGCTX23,2024-01-18T23:37:15.253007695Z,43,2024-01-18T23:37:28.884288606Z,true,2024-01-18T23:37:28.871036374Z
01HMFEZ9538Z00F50Q9TVNXJ1Q,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:37:18.243603802Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:37:18.243603802Z,01HMFEVK52PC88H2HVZSDBWKR2,2024-01-18T23:37:18.243603802Z,01HMFEVKME93FAG8EFZR3NEZDV,2024-01-18T23:37:18.243603802Z,01HMFEDQQAS0TP16T4R08GCSNZ,2024-01-18T23:37:18.243603802Z,,,,
01HMFEZ95P06KQJVKB0RFXKDGV,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:37:18.26285396Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:37:18.26285396Z,01HMFEVK52PC88H2HVZSDBWKR2,2024-01-18T23:37:18.26285396Z,01HMFEVKME93FAG8EFZR3NEZDV,2024-01-18T23:37:18.26285396Z,01HMFEEY9EYR2RRK2C22Q4ZRCZ,2024-01-18T23:37:18.26285396Z,,,,
01HMFEZ967QJEF5FFKQ0QD9Q6E,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:37:18.27944405Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:37:18.27944405Z,01HMFEVK52PC88H2HVZSDBWKR2,2024-01-18T23:37:18.27944405Z,01HMFEVKME93FAG8EFZR3NEZDV,2024-01-18T23:37:18.27944405Z,01HMFENQAQ5T4Y0VZNFPR0ZHKR,2024-01-18T23:37:18.27944405Z,,,,
01HMFEZ96R6HRQGCBSJP06R0FN,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:37:18.296641624Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:37:18.296641624Z,01HMFEVK52PC88H2HVZSDBWKR2,2024-01-18T23:37:18.296641624Z,01HMFEVKME93FAG8EFZR3NEZDV,2024-01-18T23:37:18.296641624Z,01HMFEQBJW0XJV0E6V9KR0E2FP,2024-01-18T23:37:18.296641624Z,,,,
01HMFEZHV4F6JZ834XNSTCSZ03,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:37:27.140262155Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:37:27.140262155Z,01HMFEP77R4P5JHFJY661MATZA,2024-01-18T23:37:27.140262155Z,01HMFEP7HXSTSAN78A5DVWDEW3,2024-01-18T23:37:27.140262155Z,01HMFEDYW1FF3N6F1YXBKT4BH2,2024-01-18T23:37:27.140262155Z,80,2024-01-18T23:37:34.165230682Z,true,2024-01-18T23:37:34.152388529Z
01HMFEZHVP7SFMKJ8RG8YNAQ2X,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:37:27.15820689Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:37:27.15820689Z,01HMFEP77R4P5JHFJY661MATZA,2024-01-18T23:37:27.15820689Z,01HMFEP7HXSTSAN78A5DVWDEW3,2024-01-18T23:37:27.15820689Z,01HMFEE20HRFEJGSWSGEW1VFBE,2024-01-18T23:37:27.15820689Z,6,2024-01-18T23:37:41.288882279Z,true,2024-01-18T23:37:41.270659145Z
01HMFEZHWK6ZDEMF4KF7DP4W0Z,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:37:27.187871666Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:37:27.187871666Z,01HMFEP77R4P5JHFJY661MATZA,2024-01-18T23:37:27.187871666Z,01HMFEP7HXSTSAN78A5DVWDEW3,2024-01-18T23:37:27.187871666Z,01HMFEEKH2D8SYSA11DG00QPDZ,2024-01-18T23:37:27.187871666Z,10,2024-01-18T23:37:48.729160363Z,true,2024-01-18T23:37:48.71403974Z
01HMFEZHXFPH46Y01PASZKR6EW,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:37:27.215652109Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:37:27.215652109Z,01HMFEP77R4P5JHFJY661MATZA,2024-01-18T23:37:27.215652109Z,01HMFEP7HXSTSAN78A5DVWDEW3,2024-01-18T23:37:27.215652109Z,01HMFEFP43AVVRBAE25YBTDK8X,2024-01-18T23:37:27.215652109Z,71,2024-01-18T23:37:36.393311637Z,true,2024-01-18T23:37:36.369009136Z
01HMFEZK5V0ZAC8B64V66JMKHB,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:37:28.507077368Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:37:28.507077368Z,01HMFET7T9ZJF10DHJSP0Q6K5M,2024-01-18T23:37:28.507077368Z,01HMFET85C1TYFJTD7AHSBEHBX,2024-01-18T23:37:28.507077368Z,01HMFEF5FGHDGFVPRYXJ7AP9NM,2024-01-18T23:37:28.507077368Z,,,,
01HMFEZK6CV6K2J5135SFTGM35,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:37:28.524347207Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:37:28.524347207Z,01HMFET7T9ZJF10DHJSP0Q6K5M,2024-01-18T23:37:28.524347207Z,01HMFET85C1TYFJTD7AHSBEHBX,2024-01-18T23:37:28.524347207Z,01HMFEGK0KF96HQNZDNHSHMGMF,2024-01-18T23:37:28.524347207Z,,,,
01HMFEZK6XH8K88F6G6WR3WEZ5,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:37:28.541353661Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:37:28.541353661Z,01HMFET7T9ZJF10DHJSP0Q6K5M,2024-01-18T23:37:28.541353661Z,01HMFET85C1TYFJTD7AHSBEHBX,2024-01-18T23:37:28.541353661Z,01HMFEK9XSTSZ3NQVC62XFSZDM,2024-01-18T23:37:28.541353661Z,,,,
01HMFEZK7EJVZ0EREJM7SC4ZNS,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:37:28.558905941Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:37:28.558905941Z,01HMFET7T9ZJF10DHJSP0Q6K5M,2024-01-18T23:37:28.558905941Z,01HMFET85C1TYFJTD7AHSBEHBX,2024-01-18T23:37:28.558905941Z,01HMFEPC7RX4KS1K7MM9KP6XKZ,2024-01-18T23:37:28.558905941Z,,,,
01HMFEZKACA16J014EZBC1EMWM,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:37:28.652840281Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:37:28.652840281Z,01HMFEWRN29N8320VBT3TQV96G,2024-01-18T23:37:28.652840281Z,01HMFEWSDSZMCWF1EWSTBPA14T,2024-01-18T23:37:28.652840281Z,01HMFEPCC9H1EV1FD6P9K1DKQX,2024-01-18T23:37:28.652840281Z,33,2024-01-18T23:37:38.331527475Z,true,2024-01-18T23:37:38.351666276Z
01HMFEZKCGZGSWKCW672MJA82X,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:37:28.720878962Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:37:28.720878962Z,01HMFEWRN29N8320VBT3TQV96G,2024-01-18T23:37:28.720878962Z,01HMFEWSDSZMCWF1EWSTBPA14T,2024-01-18T23:37:28.720878962Z,01HMFEQJ2A18VYC9VAJBGV2HG5,2024-01-18T23:37:28.720878962Z,25,2024-01-18T23:37:39.554152638Z,true,2024-01-18T23:37:39.568723441Z
01HMFEZKECXEE09EKQEDKTG70A,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:37:28.780449781Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:37:28.780449781Z,01HMFEWRN29N8320VBT3TQV96G,2024-01-18T23:37:28.780449781Z,01HMFEWSDSZMCWF1EWSTBPA14T,2024-01-18T23:37:28.780449781Z,01HMFEQR7YQJZTY12F3ZCH0X0G,2024-01-18T23:37:28.780449781Z,,,,
01HMFEZKEYQDD4JA3DFX5KQCC2,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:37:28.798519556Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:37:28.798519556Z,01HMFEWRN29N8320VBT3TQV96G,2024-01-18T23:37:28.798519556Z,01HMFEWSDSZMCWF1EWSTBPA14T,2024-01-18T23:37:28.798519556Z,01HMFERK050DT3ZW9PJA17J2FQ,2024-01-18T23:37:28.798519556Z,80,2024-01-18T23:37:38.034610604Z,true,2024-01-18T23:37:38.122744915Z
01HMFEZKS7PWWQS7ZD3X98QDBW,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:29.127562603Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:29.127562603Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:29.127562603Z,01HMFENA09GTE36AAEMTNDXG07,2024-01-18T23:37:29.127562603Z,01HMFEDWHM6Q23NN7XB8B65GTS,2024-01-18T23:37:29.127562603Z,,,,
01HMFEZKSSYW9K48DMG0DS8263,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:29.1459937Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:29.1459937Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:29.1459937Z,01HMFENA09GTE36AAEMTNDXG07,2024-01-18T23:37:29.1459937Z,01HMFEE3AYQN8MXPF0V6TK5T18,2024-01-18T23:37:29.1459937Z,,,,
01HMFEZKTC7SGKV37JSR4S2RQ2,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:29.164361736Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:29.164361736Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:29.164361736Z,01HMFENA09GTE36AAEMTNDXG07,2024-01-18T23:37:29.164361736Z,01HMFEEFHW3XM8Z64QVBTPV8P8,2024-01-18T23:37:29.164361736Z,,,,
01HMFEZKTZPRYS9E1GNMG6CS55,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:29.183365553Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:29.183365553Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:29.183365553Z,01HMFENA09GTE36AAEMTNDXG07,2024-01-18T23:37:29.183365553Z,01HMFEF3DRQ6YVMRCCXEGCTX23,2024-01-18T23:37:29.183365553Z,,,,
01HMFEZP9GSYQPQ3XJ8SZ4QRJH,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:31.696620313Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:31.696620313Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:31.696620313Z,01HMFESKGX6HGZHNBYVTYCRHJN,2024-01-18T23:37:31.696620313Z,01HMFEDBCS7HA4YYYBVHQTQK3K,2024-01-18T23:37:31.696620313Z,50,2024-01-18T23:37:46.422553449Z,true,2024-01-18T23:37:46.439202712Z
01HMFEZPA22F4CD68XSPQV5H0A,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:31.714565377Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:31.714565377Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:31.714565377Z,01HMFESKGX6HGZHNBYVTYCRHJN,2024-01-18T23:37:31.714565377Z,01HMFEDSARRA7M9NTFT4PGY8MD,2024-01-18T23:37:31.714565377Z,15,2024-01-18T23:37:45.701049618Z,true,2024-01-18T23:37:45.686289423Z
01HMFEZPANX84VVV6W33Q3GGXN,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:31.733714535Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:31.733714535Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:31.733714535Z,01HMFESKGX6HGZHNBYVTYCRHJN,2024-01-18T23:37:31.733714535Z,01HMFEDSGD5T59Y3AK9VJR3YJ5,2024-01-18T23:37:31.733714535Z,39,2024-01-18T23:37:52.605627567Z,true,2024-01-18T23:37:52.828543743Z
01HMFEZPB9Z5V6009C14S2YKTM,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:37:31.753423769Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:37:31.753423769Z,01HMFESK1R70B8G9P1QYP1EMX4,2024-01-18T23:37:31.753423769Z,01HMFESKGX6HGZHNBYVTYCRHJN,2024-01-18T23:37:31.753423769Z,01HMFEH6J753Z1ACSWRXQG4H6K,2024-01-18T23:37:31.753423769Z,56,2024-01-18T23:37:42.689741918Z,true,2024-01-18T23:37:42.674725028Z
01HMFEZR8B1NG52AS10D47ACHY,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:33.70709704Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:33.70709704Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:37:33.70709704Z,01HMFEY0ZHNM21GV4P5NST1A20,2024-01-18T23:37:33.70709704Z,01HMFEFVQF2XS29MG02ZFS3WXW,2024-01-18T23:37:33.70709704Z,,,,
01HMFEZR8YRHYPT4FPCH4R5T0J,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:33.72679229Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:33.72679229Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:37:33.72679229Z,01HMFEY0ZHNM21GV4P5NST1A20,2024-01-18T23:37:33.72679229Z,01HMFEM1VY9ZN0Q63JNHSRP4CC,2024-01-18T23:37:33.72679229Z,,,,
01HMFEZR9HJ0EG7QFG94NA8MTV,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:33.745360852Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:33.745360852Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:37:33.745360852Z,01HMFEY0ZHNM21GV4P5NST1A20,2024-01-18T23:37:33.745360852Z,01HMFEMQ0F119WTY511R6NG34R,2024-01-18T23:37:33.745360852Z,,,,
01HMFEZRABGQ77CA0RQ0TF8RMD,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:37:33.771245673Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:37:33.771245673Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:37:33.771245673Z,01HMFEY0ZHNM21GV4P5NST1A20,2024-01-18T23:37:33.771245673Z,01HMFENKV5CDAV7X4QEKH1YCET,2024-01-18T23:37:33.771245673Z,,,,
01HMFEZTNW3G4NAFW8EWPZ0EPP,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:36.188526482Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:36.188526482Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:37:36.188526482Z,01HMFEJR6AGHA9R00VK7V8583V,2024-01-18T23:37:36.188526482Z,01HMFE5J62245HR9TE6YM8RW93,2024-01-18T23:37:36.188526482Z,,,,
01HMFEZTPJ26YPVDXA1ZQ7VVQW,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:36.210118887Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:36.210118887Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:37:36.210118887Z,01HMFEJR6AGHA9R00VK7V8583V,2024-01-18T23:37:36.210118887Z,01HMFEDG8DJHPDDYK6D1RH3HRJ,2024-01-18T23:37:36.210118887Z,,,,
01HMFEZTQ7VCESQXMHBZSG69B6,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:36.23184387Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:36.23184387Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:37:36.23184387Z,01HMFEJR6AGHA9R00VK7V8583V,2024-01-18T23:37:36.23184387Z,01HMFEE3VEDWE4FS5J47TQR8GB,2024-01-18T23:37:36.23184387Z,,,,
01HMFEZTQVJ8X6AMB1PSRX29TT,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:37:36.251736775Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:37:36.251736775Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:37:36.251736775Z,01HMFEJR6AGHA9R00VK7V8583V,2024-01-18T23:37:36.251736775Z,01HMFEE8KEX5A79WN59YX71QCK,2024-01-18T23:37:36.251736775Z,,,,
