id,gameID,gameIDLastChangedAt,introDone,introDoneLastChangedAt,intro,introLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,urlParams,urlParamsLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt,exitStep,exitStepLastChangedAt,treatmentName,treatmentNameLastChangedAt
01HNDBGXHXVYG2NE4ED713P856,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:04.015460128Z,true,2024-01-30T14:17:20.325886095Z,4,2024-01-30T14:17:16.611819512Z,,,566d549ed408ea00051a2a68,2024-01-30T14:14:14.845777733Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:14.851672686Z,{},2024-01-30T14:14:15.180650989Z,"[""🐿️"",""                     "","""",""🐇"",""🐇"",""🐿️"",""🐿️"","""",""🐇""]",2024-01-30T14:17:30.836437882Z,01HNDBGWWS3Y0G6V6SP64MKZ5K,2024-01-30T14:14:14.845777733Z,player 2,2024-01-30T14:17:30.836437882Z,01HNDBJXHCV0MJ9YPX84Q9A2DK,2024-01-30T14:20:08.890238154Z,,,experiment2-interactive-0.3,2024-01-30T14:14:14.851672686Z
01HNDBH1M5RF2PHCF6A4NC45AY,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:14:59.711241573Z,true,2024-01-30T14:15:27.414787231Z,4,2024-01-30T14:15:25.979362222Z,,,60b7f102c27f0b693919fc98,2024-01-30T14:14:19.013330567Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:19.021843796Z,{},2024-01-30T14:14:19.351998245Z,"["""",""🐿️"","""",""🐿️"",""🐇"",""🐿️"",""                            "",""🐿️"",""🐿️"",""🐿️"",""🐇""]",2024-01-30T14:15:32.90128797Z,01HNDBH0S5J1NAD1Y8DTRSSX19,2024-01-30T14:14:19.013330567Z,player 4,2024-01-30T14:15:32.90128797Z,01HNDBFYR4Q7MYWPK871SG19VG,2024-01-30T14:20:31.782553981Z,,,experiment2-interactive-0.3,2024-01-30T14:14:19.021843796Z
01HNDBH81DRJEFEK6MVNYAXTQS,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,3,2024-01-30T14:20:27.91860349Z,,,65a558d296502d71469e01b6,2024-01-30T14:14:25.581352477Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:25.590686182Z,{},2024-01-30T14:14:26.389560722Z,,,01HNDBH6PSP0WRQP1M58EEX8J1,2024-01-30T14:14:25.581352477Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:14:25.590686182Z
01HNDBH82B318JHHCQT6K90Q8S,01HNDB5AT5WJ801J44Z9THYH78,2024-01-30T14:17:30.728951483Z,true,2024-01-30T14:18:14.34744379Z,4,2024-01-30T14:18:07.619480789Z,,,61474eac91c51f1875ce78aa,2024-01-30T14:14:25.611287889Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:25.619656855Z,{},2024-01-30T14:14:25.910707966Z,"["""",""🐿️"",""🐿️"",""              "","""",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:18:14.576383143Z,01HNDBH79MR9HJBQ16HD2WX97M,2024-01-30T14:14:25.611287889Z,player 1,2024-01-30T14:18:14.576383143Z,01HNDBHAXTNC0PSYMZZKC5W30S,2024-01-30T14:20:16.82371078Z,,,experiment2-interactive-0.3,2024-01-30T14:14:25.619656855Z
01HNDBHAQHE0B2A25KACRJK2ET,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:04.015460128Z,true,2024-01-30T14:17:15.180034412Z,4,2024-01-30T14:17:13.1524968Z,,,5f2eb1d21cdf492436120f62,2024-01-30T14:14:28.337955584Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:28.345529633Z,{},2024-01-30T14:14:28.88019156Z,"[""🐿️"",""🐿️"",""🐇"",""🐇"","""",""🐇"",""🐿️"",""                     "","""",""🐇""]",2024-01-30T14:17:30.836437882Z,01HNDBHA2XE6X0ABPM24P1JWCD,2024-01-30T14:14:28.337955584Z,player 3,2024-01-30T14:17:30.836437882Z,01HNDBGMHBJ0NDWNMTJ9DEGBVY,2024-01-30T14:20:08.890238154Z,,,experiment2-interactive-0.3,2024-01-30T14:14:28.345529633Z
01HNDBHAXTNC0PSYMZZKC5W30S,01HNDB5AT5WJ801J44Z9THYH78,2024-01-30T14:17:30.728951483Z,true,2024-01-30T14:18:12.560066978Z,4,2024-01-30T14:17:57.393144526Z,,,62b6cb277460cccbc8f27ad5,2024-01-30T14:14:28.538433945Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:28.545087056Z,{},2024-01-30T14:14:28.924391777Z,"[""🐇"",""🐿️"",""🐇"","""",""                     "",""🐿️"","""",""🐿️"",""🐿️"",""🐇""]",2024-01-30T14:18:14.576383143Z,01HNDBH9VG7PYD6YEWG7K4C7RA,2024-01-30T14:14:28.538433945Z,player 2,2024-01-30T14:18:14.576383143Z,01HNDBK1HRMV6DR429NZZW17X9,2024-01-30T14:20:16.82371078Z,,,experiment2-interactive-0.3,2024-01-30T14:14:28.545087056Z
01HNDBHK1MV8N9KAWYC45TKREF,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:14:48.354551254Z,,,613637a4f7a0e5359082010b,2024-01-30T14:14:36.852982374Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:36.85975021Z,{},2024-01-30T14:14:37.29480461Z,,,01HNDBHJ7EETZD4XER0FAJER67,2024-01-30T14:14:36.852982374Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:14:36.85975021Z
01HNDBHSPD837TQ0D3KRR22DPW,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:02.549701757Z,true,2024-01-30T14:16:12.760380287Z,4,2024-01-30T14:15:59.717236585Z,,,5b67d7e382d9db000118edc8,2024-01-30T14:14:43.661522162Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:43.670484995Z,{},2024-01-30T14:14:43.820789214Z,"[""🐿️"","""",""🐿️"",""                     "","""",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-01-30T14:16:23.134190403Z,01HNDBHSB22ZX83PXPACAW3NFA,2024-01-30T14:14:43.661522162Z,player 4,2024-01-30T14:16:23.134190403Z,01HNDBG92VDATT7SWBKPYW2WHG,2024-01-30T14:19:56.953789916Z,,,experiment2-interactive-0.3,2024-01-30T14:14:43.670484995Z
01HNDBHV3VR846480125BA3P6N,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:14:49.604430853Z,,,5f096b84c3d6931e50c95041,2024-01-30T14:14:45.115539885Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:45.126025781Z,{},2024-01-30T14:14:45.408461056Z,,,01HNDBHTF6N8VYE6WVYZFCCTQ4,2024-01-30T14:14:45.115539885Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:14:45.126025781Z
01HNDBHZ20Q79EG2DMYCZ7T81C,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:14:52.871048878Z,,,5999d56f05a0e30001f1ffc3,2024-01-30T14:14:49.152966197Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:14:49.162316891Z,{},2024-01-30T14:14:49.51839882Z,,,01HNDBHYCRBDJTKY14Y0YFT2TM,2024-01-30T14:14:49.152966197Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:14:49.162316891Z
01HNDBJF6GDRHZ1H90WXQTFH4J,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:15:05.693406877Z,true,2024-01-30T14:16:48.339647633Z,3,2024-01-30T14:16:36.571635287Z,,,60ce350a7a082517c8666e92,2024-01-30T14:15:05.680783605Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:05.693406877Z,{},2024-01-30T14:15:05.998795134Z,"[""🐿️"","""","""",""🐇"",""🐿️"",""                     "",""🐿️"",""🐿️"",""🐿️"",""🐇""]",2024-01-30T14:18:02.870056286Z,01HNDBJEKE0M8HYFAYQQXB8R90,2024-01-30T14:15:05.680783605Z,player 1,2024-01-30T14:18:02.870056286Z,01HNDBJKMGFGJFWK5ZQQHN7TVG,2024-01-30T14:20:36.186086908Z,,,experiment2-slider-0.3,2024-01-30T14:15:05.693406877Z
01HNDBJKMGFGJFWK5ZQQHN7TVG,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:15:10.233124463Z,true,2024-01-30T14:17:46.833287588Z,3,2024-01-30T14:17:30.09396554Z,,,65577ba78cf726c39b1a277d,2024-01-30T14:15:10.224611213Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:10.233124463Z,{},2024-01-30T14:15:10.553017639Z,"["""","""",""""]",2024-01-30T14:18:02.870056286Z,01HNDBJK0CTNNC54CFRV79HE05,2024-01-30T14:15:10.224611213Z,player 2,2024-01-30T14:18:02.870056286Z,01HNDBM7T961N64QM751W9TSPE,2024-01-30T14:20:36.186086908Z,,,experiment2-slider-0.3,2024-01-30T14:15:10.233124463Z
01HNDBJXCE9PT76E8SZTK8QG6W,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:18:38.673683798Z,true,2024-01-30T14:19:00.935993215Z,3,2024-01-30T14:17:53.326815553Z,,,610659e2d2015c331933c919,2024-01-30T14:15:20.206602227Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:20.220279399Z,{},2024-01-30T14:15:20.535284628Z,"[""                     "",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐿️"","""","""",""🐿️""]",2024-01-30T14:19:01.371867216Z,01HNDBJWQ1M7JW7RK59TXRXG6N,2024-01-30T14:15:20.206602227Z,player 1,2024-01-30T14:19:01.371867216Z,01HNDBMV7EMZ08W8TMGGQ1WP0G,2024-01-30T14:20:19.996753449Z,,,experiment2-slider-0.3,2024-01-30T14:15:20.220279399Z
01HNDBJXHCV0MJ9YPX84Q9A2DK,01HNDB5A6RNP5V4NQ3PFM6P99T,2024-01-30T14:17:04.015460128Z,true,2024-01-30T14:17:07.967157897Z,4,2024-01-30T14:17:05.448534456Z,,,63ed000217bd2751dc2701ee,2024-01-30T14:15:20.36483813Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:20.374650597Z,{},2024-01-30T14:15:20.673313615Z,"[""                     "",""🐇"","""","""",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-01-30T14:17:30.836437882Z,01HNDBJWXVVWGQ6K6QGE9NV15G,2024-01-30T14:15:20.36483813Z,player 4,2024-01-30T14:17:30.836437882Z,01HNDBGXHXVYG2NE4ED713P856,2024-01-30T14:20:08.890238154Z,,,experiment2-interactive-0.3,2024-01-30T14:15:20.374650597Z
01HNDBK1HRMV6DR429NZZW17X9,01HNDB5AT5WJ801J44Z9THYH78,2024-01-30T14:17:30.728951483Z,true,2024-01-30T14:18:06.781999197Z,4,2024-01-30T14:17:41.894577742Z,,,63e413ee2188feedff512183,2024-01-30T14:15:24.472388885Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:24.483191799Z,{},2024-01-30T14:15:24.874493731Z,"[""🐇"","""","""",""🐿️"",""       ""]",2024-01-30T14:18:14.576383143Z,01HNDBK0Z0CSJVSVEQ0GJRCB59,2024-01-30T14:15:24.472388885Z,player 3,2024-01-30T14:18:14.576383143Z,01HNDBK943FG3TRJJD2AK6HDPC,2024-01-30T14:20:16.82371078Z,,,experiment2-interactive-0.3,2024-01-30T14:15:24.483191799Z
01HNDBK2SVGM2E7JT6HMRN9TDE,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:15:34.45650919Z,,,6157467e0a080dc279cf5a49,2024-01-30T14:15:25.7555872Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:25.766435302Z,{},2024-01-30T14:15:26.07325959Z,,,01HNDBK25FTP4DEEJD5G6FZTXJ,2024-01-30T14:15:25.7555872Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:15:25.766435302Z
01HNDBK4PAAHF67FEWYG78P2FK,01HNDB5D2BXHVRBSX41JS36C1Z,2024-01-30T14:20:49.42265921Z,,,,,,,5928947add1a250001b4e859,2024-01-30T14:15:27.690999743Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:27.700785274Z,{},2024-01-30T14:15:28.025102799Z,,,01HNDBK41CBYGQWYCBQ454GHQW,2024-01-30T14:15:27.690999743Z,,,,,,,experiment2-slider-0.3,2024-01-30T14:15:27.700785274Z
01HNDBK943FG3TRJJD2AK6HDPC,01HNDB5AT5WJ801J44Z9THYH78,2024-01-30T14:17:30.728951483Z,true,2024-01-30T14:18:06.097880101Z,4,2024-01-30T14:17:58.093209671Z,,,60fd2cd990e1523c05952239,2024-01-30T14:15:32.228075315Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:32.238913466Z,{},2024-01-30T14:15:32.407692462Z,"["""",""🐿️"","""",""""]",2024-01-30T14:18:14.576383143Z,01HNDBK8G570318FV30W3TKC95,2024-01-30T14:15:32.228075315Z,player 4,2024-01-30T14:18:14.576383143Z,01HNDBH82B318JHHCQT6K90Q8S,2024-01-30T14:20:16.82371078Z,,,experiment2-interactive-0.3,2024-01-30T14:15:32.238913466Z
01HNDBK9EW5B2JTCZN1C9BNMN2,01HNDB5A6SGHMW23JHQVGHGA1F,2024-01-30T14:19:01.10851283Z,true,2024-01-30T14:19:06.752797339Z,3,2024-01-30T14:19:03.919368439Z,,,62fbaea55b68478cd9a74633,2024-01-30T14:15:32.572333995Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:32.581265028Z,{},2024-01-30T14:15:32.938791499Z,"[""                            "",""🐿️"",""🐇"",""🐿️"",""🐿️"","""","""",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:19:27.669316435Z,01HNDBK8VDG4S1Q75WDW5748QV,2024-01-30T14:15:32.572333995Z,player 1,2024-01-30T14:19:27.669316435Z,01HNDBP0B204WBQ22DWRPFB9D0,2024-01-30T14:20:41.938242221Z,,,experiment2-slider-0.3,2024-01-30T14:15:32.581265028Z
01HNDBKBRAVGZQG45Y16XKGM4X,01HNDB3YNMX1HKK7Y9CYMWZWXX,2024-01-30T14:18:16.446704818Z,true,2024-01-30T14:18:34.789335147Z,3,2024-01-30T14:17:11.5736866Z,,,60887cbf254deb7ab5095f77,2024-01-30T14:15:34.92292737Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:34.933467053Z,{},2024-01-30T14:15:35.23050469Z,"[""                     "",""🐿️"",""🐿️"","""",""🐿️"",""🐿️"",""🐇"",""🐇"","""",""🐿️""]",2024-01-30T14:18:38.81255953Z,01HNDBKB5J3ZWEBE0AT5PB60Z2,2024-01-30T14:15:34.92292737Z,player 1,2024-01-30T14:18:38.81255953Z,01HNDBNHSZQ7N6E5PYHMH4EZQW,2024-01-30T14:20:43.885456104Z,,,experiment2-slider-0.3,2024-01-30T14:15:34.933467053Z
01HNDBKXGMK6N9N44SG86EENB0,01HNDB3YNMX1HKK7Y9CYMWZWXX,2024-01-30T14:18:16.446704818Z,true,2024-01-30T14:18:32.351888718Z,3,2024-01-30T14:18:29.176491652Z,,,6001944c90dd7f081710f788,2024-01-30T14:15:53.108954925Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:53.11861663Z,{},2024-01-30T14:15:53.525465404Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐇"","""",""                     "","""",""🐿️""]",2024-01-30T14:18:38.81255953Z,01HNDBKWNXP8YBPK2MS0S36GVX,2024-01-30T14:15:53.108954925Z,player 2,2024-01-30T14:18:38.81255953Z,01HNDBNSKVCKKMC5MMSQCZX4WF,2024-01-30T14:20:43.885456104Z,,,experiment2-slider-0.3,2024-01-30T14:15:53.11861663Z
01HNDBM3XV6S65VJSBTDHQKXFN,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:18:02.782537954Z,true,2024-01-30T14:18:16.301368333Z,3,2024-01-30T14:18:11.398361531Z,game ended,2024-01-30T14:20:44.972868827Z,5dae84b33990ed001856475a,2024-01-30T14:15:59.675093272Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:15:59.683564696Z,{},2024-01-30T14:15:59.861943019Z,"["""",""🐿️"",""🐿️"",""🐿️"",""🐿️"","""",""🐇"",""              ""]",2024-01-30T14:18:16.613019352Z,01HNDBM3HRWJX668RQ4PEW7A14,2024-01-30T14:15:59.675093272Z,player 1,2024-01-30T14:18:16.613019352Z,01HNDBMTFNH8228CXAF6WT2TPJ,2024-01-30T14:20:30.064871852Z,,,experiment2-slider-0.3,2024-01-30T14:15:59.683564696Z
01HNDBM4CXB9QNAY0CH9V2GV6B,01HNDB5AT6P4PJKECNJ3RM7N6C,2024-01-30T14:19:27.470096152Z,true,2024-01-30T14:19:48.714540028Z,3,2024-01-30T14:19:38.14871212Z,,,lessy,2024-01-30T14:16:00.157068277Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:00.167323834Z,{},2024-01-30T14:16:00.348744006Z,"["""","""",""       "",""🐿️"",""🐇""]",2024-01-30T14:19:49.165870337Z,01HNDBM41RWD0AXY91AGCYZT1K,2024-01-30T14:16:00.157068277Z,player 1,2024-01-30T14:19:49.165870337Z,01HNDBP9WGXSBNN9RW4ENQGA4C,2024-01-30T14:20:43.237713413Z,,,experiment2-slider-0.3,2024-01-30T14:16:00.167323834Z
01HNDBM5N6PS27BS4HCH59Y75G,01HNDB5C7P11S25CX6NMK59PEE,2024-01-30T14:20:21.007902672Z,true,2024-01-30T14:20:35.238031478Z,3,2024-01-30T14:19:32.476782465Z,,,60941b098b68afe9c6e96e94,2024-01-30T14:16:01.449299211Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:01.457732319Z,{},2024-01-30T14:16:01.76388993Z,"["""","""",""""]",2024-01-30T14:20:36.784362082Z,01HNDBM517PC4HNESTDGYAWAD2,2024-01-30T14:16:01.449299211Z,player 1,2024-01-30T14:20:36.784362082Z,01HNDBRS3QGZVFZRA5C8GP167A,2024-01-30T14:20:40.148296643Z,,,experiment2-slider-0.3,2024-01-30T14:16:01.457732319Z
01HNDBM7T961N64QM751W9TSPE,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:16:03.668810432Z,true,2024-01-30T14:17:22.045748187Z,3,2024-01-30T14:17:18.397613231Z,,,5ce3e7ff90a751001a31a05c,2024-01-30T14:16:03.657437057Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:03.668810432Z,{},2024-01-30T14:16:03.918857181Z,"[""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""                            "",""🐇"","""","""",""🐿️"",""🐇""]",2024-01-30T14:18:02.870056286Z,01HNDBM7A4J651EQ0NS0E4QA2A,2024-01-30T14:16:03.657437057Z,player 3,2024-01-30T14:18:02.870056286Z,01HNDBMYV80WFMYA4XQBX2CVMP,2024-01-30T14:20:36.186086908Z,,,experiment2-slider-0.3,2024-01-30T14:16:03.668810432Z
01HNDBMFSCVKGQH7F1QGJRYAH6,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:18:38.673683798Z,true,2024-01-30T14:18:46.635864143Z,3,2024-01-30T14:18:29.157590775Z,,,5d20c6d5b1e50a001c19e622,2024-01-30T14:16:11.820810382Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:11.829781859Z,{},2024-01-30T14:16:12.364243145Z,"["""",""🐇"","""",""🐿️"",""              "",""🐇"",""🐿️""]",2024-01-30T14:19:01.371867216Z,01HNDBMEWE1ZDNC75JR03J1MR5,2024-01-30T14:16:11.820810382Z,player 2,2024-01-30T14:19:01.371867216Z,01HNDBN231CSG6MJKZREWVSR12,2024-01-30T14:20:19.996753449Z,,,experiment2-slider-0.3,2024-01-30T14:16:11.829781859Z
01HNDBMKT6YP6DKFTZKR0AQRZN,01HNDB5D2BXHVRBSX41JS36C1Z,2024-01-30T14:20:49.758352093Z,,,1,2024-01-30T14:16:22.243226309Z,,,65b5a5aa458275b5740acee4,2024-01-30T14:16:15.942110722Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:15.954422821Z,{},2024-01-30T14:16:16.777208747Z,,,01HNDBMJBAG7G58VG28BV3C68H,2024-01-30T14:16:15.942110722Z,,,,,,,experiment2-slider-0.3,2024-01-30T14:16:15.954422821Z
01HNDBMTFNH8228CXAF6WT2TPJ,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:18:02.782537954Z,true,2024-01-30T14:18:15.741060824Z,3,2024-01-30T14:18:12.043588319Z,game ended,2024-01-30T14:20:44.972868827Z,5d5d0d93675200001acda025,2024-01-30T14:16:22.773516248Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:22.784708375Z,{},2024-01-30T14:16:23.091689388Z,"["""","""",""""]",2024-01-30T14:18:16.613019352Z,01HNDBMSVBGTBP79YV20HWXXDM,2024-01-30T14:16:22.773516248Z,player 2,2024-01-30T14:18:16.613019352Z,01HNDBMWHFR5X9EE6EYJ04V179,2024-01-30T14:20:30.064871852Z,,,experiment2-slider-0.3,2024-01-30T14:16:22.784708375Z
01HNDBMV7EMZ08W8TMGGQ1WP0G,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:18:38.673683798Z,true,2024-01-30T14:18:39.450742591Z,3,2024-01-30T14:18:21.662039727Z,,,5f6bb4aae0644b119ac79503,2024-01-30T14:16:23.534847314Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:23.544235817Z,{},2024-01-30T14:16:23.856028947Z,"[""       "",""🐇"","""","""",""🐇""]",2024-01-30T14:19:01.371867216Z,01HNDBMT8VF99JYAFF25FNRAP3,2024-01-30T14:16:23.534847314Z,player 3,2024-01-30T14:19:01.371867216Z,01HNDBJXCE9PT76E8SZTK8QG6W,2024-01-30T14:20:19.996753449Z,,,experiment2-slider-0.3,2024-01-30T14:16:23.544235817Z
01HNDBMWHFR5X9EE6EYJ04V179,01HNDB3YGG0QGA4BW6QCGMQ33N,2024-01-30T14:18:02.782537954Z,true,2024-01-30T14:18:05.807387591Z,3,2024-01-30T14:18:01.689422936Z,game ended,2024-01-30T14:20:44.972868827Z,58693be4c44dd30001cd32a6,2024-01-30T14:16:24.879391956Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:24.889873946Z,{},2024-01-30T14:16:25.218287056Z,"["""","""",""""]",2024-01-30T14:18:16.613019352Z,01HNDBMVXQKZ9BNKF09KCFJESV,2024-01-30T14:16:24.879391956Z,player 3,2024-01-30T14:18:16.613019352Z,01HNDBNJMS4VS2GSYHX5B6S2JX,2024-01-30T14:20:30.064871852Z,,,experiment2-slider-0.3,2024-01-30T14:16:24.889873946Z
01HNDBMYV80WFMYA4XQBX2CVMP,01HNDB3YAPCY4QFVSXJ267CX7K,2024-01-30T14:16:27.248681859Z,true,2024-01-30T14:18:02.652379549Z,3,2024-01-30T14:17:56.212701026Z,,,60cfc55fb01ef2b959b10291,2024-01-30T14:16:27.240663125Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:27.248681859Z,{},2024-01-30T14:16:27.555904876Z,"[""🐇"",""🐿️"",""🐿️"","""",""                     "",""🐿️"","""",""🐿️"",""🐇""]",2024-01-30T14:18:02.870056286Z,01HNDBMY6QAR2C9MZ4PNEKHMZW,2024-01-30T14:16:27.240663125Z,player 4,2024-01-30T14:18:02.870056286Z,01HNDBJF6GDRHZ1H90WXQTFH4J,2024-01-30T14:20:36.186086908Z,,,experiment2-slider-0.3,2024-01-30T14:16:27.248681859Z
01HNDBN231CSG6MJKZREWVSR12,01HNDB3YTW2H8HS9RNZ9K2NE17,2024-01-30T14:18:38.673683798Z,true,2024-01-30T14:18:47.953949441Z,3,2024-01-30T14:18:41.345300802Z,,,6418ae8b9cca2d8cf76a7bc9,2024-01-30T14:16:30.561447314Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:30.570923858Z,{},2024-01-30T14:16:30.961475084Z,"["""",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐇"",""                            "","""",""🐿️"",""🐿️""]",2024-01-30T14:19:01.371867216Z,01HNDBN19FMNVBDMA9CS56ZJAN,2024-01-30T14:16:30.561447314Z,player 4,2024-01-30T14:19:01.371867216Z,01HNDBMFSCVKGQH7F1QGJRYAH6,2024-01-30T14:20:19.996753449Z,,,experiment2-slider-0.3,2024-01-30T14:16:30.570923858Z
01HNDBN7KNEN1KM9JX9HRTGQE2,01HNDB5BTP18FSP7QRZQ2AJV31,2024-01-30T14:20:04.892128632Z,true,2024-01-30T14:20:09.762001867Z,3,2024-01-30T14:19:45.430024345Z,,,5d59cb467ca41f0001e97e1f,2024-01-30T14:16:36.213161345Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:16:36.221556303Z,{},2024-01-30T14:16:36.54691975Z,"[""🐇"","""",""🐿️"",""🐇"",""              "",""🐇"","""",""🐿️""]",2024-01-30T14:20:22.097477734Z,01HNDBN6YMYNXYRR04EJB54Q1H,2024-01-30T14:16:36.213161345Z,player 1,2024-01-30T14:20:22.097477734Z,01HNDBR8XPF383XAD3TSZE174C,2024-01-30T14:20:24.192953655Z,,,experiment2-slider-0.3,2024-01-30T14:16:36.221556303Z
